"YEAR","SEX","AGE","RACE","HISPAN","EDUC","EMPSTAT","INCTOT","FTOTINC"
2011,2,7,1,0,1,0,NA,376300
2011,1,33,1,0,10,1,60000,110000
2011,2,32,1,0,10,1,50000,110000
2011,2,21,3,0,7,1,5000,5000
2011,1,4,3,0,1,0,NA,5000
2011,2,50,1,0,7,1,42000,42000
2011,2,29,1,0,6,3,8100,42000
2011,1,58,1,0,6,2,8400,42000
2011,1,48,1,0,7,3,160,160
2011,2,19,2,0,7,1,1600,NA
2011,2,27,1,0,10,1,47200,47200
2011,1,33,1,0,10,1,40000,47200
2011,1,40,1,1,6,1,10800,10800
2011,2,39,1,1,6,3,0,10800
2011,1,11,1,1,2,0,NA,10800
2011,1,9,1,1,1,0,NA,10800
2011,2,6,1,1,1,0,NA,10800
2011,2,62,3,2,4,3,10400,30400
2011,1,40,3,2,6,1,20000,30400
2012,2,51,1,0,11,1,45600,45600
2012,1,26,2,0,4,1,14000,14000
2012,1,66,2,0,10,3,15400,15400
2012,1,49,1,0,6,1,52000,52000
2012,1,59,3,0,10,1,49000,54500
2012,2,53,3,0,6,3,0,54500
2012,1,30,3,0,10,2,5500,54500
2012,2,68,1,0,11,3,26900,26900
2012,2,76,1,0,6,3,28450,28450
2012,1,51,1,0,6,1,30000,120000
2012,2,49,1,0,10,1,90000,120000
2012,1,11,1,0,2,0,NA,120000
2012,2,22,1,0,10,1,41000,41000
2012,2,22,1,0,8,1,40000,40000
2012,1,37,1,0,10,1,1e+05,225500
2012,2,37,3,0,10,1,125500,225500
2012,1,4,3,0,1,0,NA,225500
2012,2,2,3,0,0,0,NA,225500
2012,1,48,1,0,10,1,39480,66684
2012,2,57,2,0,10,1,27204,66684
2012,2,19,1,0,7,1,2800,NA
2012,1,21,1,0,7,3,1200,NA
2012,2,21,1,0,7,3,2500,NA
2012,2,25,1,0,10,1,41000,41000
2012,2,27,1,0,10,1,19000,19000
2012,2,63,1,0,11,1,112700,112700
2012,2,42,3,1,5,1,12000,40000
2012,1,38,3,1,3,1,28000,40000
2012,2,17,3,1,5,3,0,40000
2012,2,16,3,1,3,3,0,40000
2012,1,9,3,1,1,0,NA,40000
2012,1,23,1,0,7,1,21000,21000
2012,1,21,1,0,7,2,15900,15900
2012,2,25,1,0,10,1,25000,25000
2012,2,30,1,0,11,1,50000,50000
2012,1,27,1,4,10,1,21800,21800
2012,1,52,1,0,10,1,52090,52090
2012,1,58,1,0,11,1,24400,52090
2012,1,26,3,0,10,1,150600,150600
2012,1,25,2,0,6,3,25000,NA
2012,1,65,1,0,10,3,22000,145300
2012,2,62,1,0,10,1,52000,145300
2012,2,60,1,0,7,1,71300,145300
2012,1,9,1,0,1,0,NA,145300
2012,2,25,1,0,10,1,12000,12000
2012,2,24,1,0,7,1,22000,22000
2012,2,53,1,0,11,1,77000,109800
2012,1,54,1,0,11,1,32000,109800
2012,2,18,1,0,6,1,800,109800
2012,2,59,1,0,11,1,65000,138100
2012,1,57,1,0,11,1,72000,138100
2012,2,19,1,0,7,1,1100,138100
2012,1,75,1,0,6,3,43800,49400
2012,2,75,1,0,6,3,5600,49400
2012,1,62,1,0,10,1,60000,77600
2012,2,24,1,0,6,3,0,77600
2012,1,13,1,0,2,0,NA,77600
2012,1,12,1,0,2,0,NA,77600
2012,2,1,1,0,0,0,NA,77600
2012,1,94,1,0,2,3,3200,77600
2012,2,94,1,0,2,3,14400,77600
2012,2,29,1,0,11,1,16000,16000
2012,2,25,1,0,10,1,12100,12100
2012,1,44,3,1,6,1,25000,25000
2012,2,27,1,0,11,1,35230,35230
2012,1,31,1,0,10,1,64050,35230
2012,2,18,1,0,6,1,11030,NA
2012,1,36,1,0,6,1,50000,78000
2012,2,34,1,0,6,1,28000,78000
2012,2,6,1,0,1,0,NA,78000
2012,2,3,1,0,0,0,NA,78000
2012,2,19,1,0,7,1,2100,NA
2012,2,38,3,1,0,1,32100,32100
2012,1,16,3,1,4,3,0,32100
2012,2,4,3,1,0,0,NA,32100
2012,1,28,3,4,0,1,23000,32100
2012,1,58,1,0,11,1,119000,199000
2012,2,58,1,0,11,1,80000,199000
2012,1,64,1,0,6,1,43000,91000
2012,2,64,1,0,6,1,48000,91000
2012,1,21,1,0,7,3,1200,NA
2012,2,35,2,0,6,1,32200,32560
2012,1,42,2,0,6,2,0,32560
2012,2,15,2,0,3,0,360,32560
2012,2,11,2,0,2,0,NA,32560
2012,1,4,2,0,0,0,NA,32560
2012,2,46,1,0,7,1,40000,40000
2012,1,40,1,0,10,1,11600,40000
2012,1,72,1,0,6,3,8600,NA
2012,2,17,2,0,3,3,0,NA
2012,1,27,1,0,8,1,34000,34000
2012,2,39,3,0,10,1,60000,1e+05
2012,1,17,3,0,4,3,0,1e+05
2012,2,38,3,0,10,1,40000,1e+05
2012,2,66,1,0,7,3,11300,11300
2012,1,43,2,0,3,3,0,NA
2012,2,18,1,0,6,3,8000,NA
2012,1,26,3,1,6,1,16300,16300
2012,2,3,3,1,0,0,NA,16300
2012,1,49,3,1,6,1,22000,22000
2012,2,28,3,1,6,2,30000,30000
2012,2,30,2,0,6,2,2800,2800
2012,1,9,2,0,1,0,NA,2800
2012,2,5,2,0,1,0,NA,2800
2012,1,4,2,0,0,0,NA,2800
2012,2,64,1,0,6,1,36000,36000
2012,2,85,3,0,2,3,12000,NA
2012,2,22,3,0,10,1,10000,10000
2012,2,21,3,0,10,3,0,0
2012,2,21,1,0,7,1,10000,10000
2012,1,30,1,4,10,1,50000,50000
2012,1,29,3,0,10,1,50000,50000
2012,2,19,1,0,7,1,7000,NA
2012,2,63,1,0,10,3,16900,16900
2012,1,19,1,0,7,3,1000,NA
2012,1,52,1,0,6,2,-4400,-4400
2012,2,62,1,0,6,1,9600,9600
2012,2,45,1,0,6,3,10000,10000
2012,1,17,1,0,5,1,1050,10000
2012,1,46,1,0,6,1,20000,10000
2012,1,51,2,0,0,3,2000,NA
2012,1,27,1,0,10,1,50300,50300
2012,2,35,1,0,10,1,54000,86000
2012,1,36,3,0,6,1,32000,86000
2012,1,2,3,0,0,0,NA,86000
2012,1,0,3,0,0,0,NA,86000
2012,2,20,3,0,6,3,0,86000
2012,1,29,2,0,8,1,64000,69500
2012,2,30,1,0,7,2,5500,69500
2012,2,5,2,0,0,0,NA,69500
2012,2,11,1,0,2,0,NA,69500
2012,2,36,2,0,11,1,71000,71000
2012,2,35,3,0,8,1,26800,26800
2012,1,9,2,0,1,0,NA,26800
2012,2,58,2,0,5,3,0,0
2012,2,55,2,0,6,3,12400,12400
2012,2,5,2,0,1,0,NA,12400
2012,2,42,1,0,10,1,46000,46000
2012,1,65,1,0,10,3,6000,6000
2012,1,25,1,0,7,1,12190,12190
2012,1,39,1,0,10,1,65000,65000
2012,1,48,2,0,5,3,0,NA
2012,1,39,1,0,6,1,22000,22000
2012,2,43,1,0,6,1,8000,22000
2012,2,46,2,0,6,1,43000,43000
2012,1,61,1,0,6,2,5200,7600
2012,2,33,1,0,6,3,2400,7600
2012,2,34,1,0,11,1,45000,45000
2012,2,94,1,0,6,3,13000,NA
2012,1,25,2,0,6,3,25000,NA
2012,1,59,1,0,6,2,8100,NA
2012,1,59,1,0,11,1,176000,229000
2012,2,59,1,0,10,1,33000,229000
2012,2,26,1,0,7,1,20000,229000
2012,2,59,1,0,10,1,61000,61000
2012,1,64,1,0,10,1,1e+05,1e+05
2012,1,49,1,0,11,1,120500,180500
2012,2,49,1,0,11,1,60000,180500
2012,1,14,1,0,2,0,NA,180500
2012,2,10,1,0,1,0,NA,180500
2012,1,64,1,0,10,3,27820,27820
2012,1,60,1,0,6,3,7900,NA
2012,1,65,1,0,10,1,30000,30000
2012,2,70,1,1,4,1,38400,38400
2012,1,56,3,0,7,3,11300,NA
2012,1,63,1,0,10,3,3460,3460
2012,2,94,2,0,6,3,16400,16400
2012,2,56,1,0,7,1,30500,30500
2012,2,52,1,0,5,3,8600,8600
2012,2,49,1,0,6,3,2000,2000
2012,1,20,1,0,7,1,1700,NA
2012,2,62,1,0,6,1,21800,21800
2012,1,25,3,0,7,1,330,NA
2012,2,38,1,0,10,1,78000,78000
2012,1,44,1,0,6,1,5600,5600
2012,2,42,1,0,6,3,0,5600
2012,2,14,1,0,2,0,NA,5600
2012,2,12,1,0,2,0,NA,5600
2012,1,8,1,0,1,0,NA,5600
2012,1,4,1,0,1,0,NA,5600
2012,2,20,1,0,7,2,3400,3400
2012,2,20,1,0,7,1,20900,20900
2012,1,19,1,0,7,3,2800,2800
2012,2,22,1,0,7,1,4000,4000
2012,2,22,1,0,10,1,1500,1500
2012,2,22,1,0,6,1,6000,6000
2012,2,21,1,0,7,1,11100,11100
2012,2,77,2,0,1,3,26000,NA
2012,1,94,1,0,11,3,93000,93000
2012,1,60,3,0,10,1,21004,21004
2012,2,41,3,0,6,3,0,21004
2012,2,15,3,0,3,0,0,21004
2012,2,3,3,0,1,0,NA,21004
2012,1,18,3,4,6,1,2310,NA
2012,2,56,1,0,8,1,60000,60000
2012,1,26,1,0,10,1,32700,32700
2012,1,38,1,0,10,1,27000,27000
2012,1,49,1,0,6,1,38000,41960
2012,2,52,3,2,6,3,0,41960
2012,2,24,3,2,6,3,3960,41960
2012,1,48,2,0,6,1,32500,76300
2012,2,41,2,0,6,1,9600,76300
2012,2,20,2,0,7,2,1200,76300
2012,1,17,2,0,4,3,0,76300
2012,2,71,2,0,10,3,33000,76300
2012,2,74,1,0,10,3,9270,9270
2012,1,38,2,0,10,3,12000,NA
2012,2,27,2,0,7,3,6000,NA
2012,1,45,1,0,6,1,15820,NA
2012,2,44,1,0,11,1,95000,95000
2012,1,5,1,0,1,0,NA,95000
2012,1,5,1,0,1,0,NA,95000
2012,1,3,1,0,0,0,NA,95000
2012,2,52,1,0,10,3,0,95000
2012,1,61,1,0,11,1,98000,499100
2012,2,59,3,0,11,1,396000,499100
2012,1,24,3,0,10,1,5100,499100
2012,1,38,3,0,6,1,12000,12000
2012,1,24,3,0,7,2,13400,53800
2012,2,24,3,0,7,1,20400,53800
2012,2,0,3,0,0,0,NA,53800
2012,1,18,3,0,5,1,3400,53800
2012,2,43,3,0,0,3,8200,53800
2012,2,73,3,0,0,3,8400,53800
2012,2,26,1,0,7,1,50000,50000
2012,1,4,1,0,0,0,NA,50000
2012,1,0,1,0,0,0,NA,50000
2012,1,0,1,0,0,0,NA,50000
2012,1,30,1,0,10,1,30000,30000
2012,1,30,1,0,7,1,27000,27000
2012,2,30,1,0,10,1,46000,30000
2012,2,25,1,0,7,1,26000,26000
2012,1,4,3,0,1,0,NA,26000
2012,1,2,1,0,0,0,NA,26000
2012,1,0,1,0,0,0,NA,26000
2012,1,28,3,0,6,1,4000,NA
2012,1,38,2,0,10,3,12000,NA
2012,1,54,1,0,7,1,30000,30000
2012,2,17,1,0,5,1,3000,30000
2012,1,51,1,0,7,2,0,30000
2012,1,38,3,0,7,1,47000,47300
2012,1,18,3,0,6,1,300,47300
2012,1,14,3,0,2,0,NA,47300
2012,2,24,1,1,10,1,36000,36000
2012,2,25,1,0,10,1,40000,40000
2012,1,20,1,0,7,3,1500,NA
2012,1,66,1,0,11,3,39300,111300
2012,2,61,1,0,10,1,72000,111300
2012,1,40,2,0,5,1,34000,34000
2012,1,16,2,0,3,3,0,34000
2012,1,47,1,0,10,1,144000,161000
2012,2,43,1,0,11,1,17000,161000
2012,1,14,1,0,2,0,NA,161000
2012,2,12,1,0,2,0,NA,161000
2012,2,18,3,0,6,2,5000,NA
2012,1,39,3,0,5,3,6000,NA
2012,1,65,2,0,0,3,11100,23400
2012,2,87,2,0,6,3,12300,23400
2012,2,7,2,0,1,0,NA,23400
2012,2,5,2,0,1,0,NA,23400
2012,1,85,1,0,10,3,40000,46000
2012,2,82,1,0,7,3,6000,46000
2012,2,77,1,0,6,3,17100,17100
2012,1,29,2,0,6,3,5000,NA
2012,2,32,1,0,11,1,56000,56000
2012,2,28,1,0,10,1,40000,56000
2012,2,30,1,0,10,1,50000,170000
2012,1,30,1,0,10,1,120000,170000
2012,1,0,1,0,0,0,NA,170000
2012,2,41,2,0,6,3,4400,4400
2012,1,12,2,0,2,0,NA,4400
2012,1,26,1,0,5,1,2000,NA
2012,1,46,1,0,11,1,341000,341000
2012,2,1,2,0,0,0,NA,NA
2012,1,33,1,0,7,2,0,NA
2012,2,26,1,0,7,1,40000,40000
2012,1,65,1,0,10,1,168000,168000
2012,2,44,3,1,6,1,7200,7200
2012,1,41,3,1,10,1,9600,9600
2012,1,40,3,1,6,1,26800,26800
2012,2,16,3,1,4,3,0,7200
2012,1,36,1,0,7,1,23300,23300
2012,1,28,1,0,8,1,14800,14800
2012,1,20,1,0,7,1,7000,NA
2012,1,24,1,0,10,1,35000,102000
2012,2,24,1,0,10,1,67000,102000
2012,2,41,1,0,10,1,56000,56000
2012,2,2,1,0,0,0,NA,56000
2012,2,79,1,0,10,1,146500,146500
2012,2,47,1,0,7,1,12800,NA
2012,1,45,2,0,6,1,34600,34600
2012,1,38,1,0,11,1,49000,34600
2012,2,40,1,0,7,1,40000,40000
2012,2,22,3,0,7,3,1200,NA
2012,1,19,3,1,7,1,3000,NA
2012,1,80,1,0,10,3,11700,11700
2012,1,23,3,0,6,3,0,11700
2012,1,22,3,0,6,2,0,11700
2012,2,21,3,0,6,2,0,11700
2012,1,23,1,0,10,1,29420,29420
2012,2,84,1,0,8,3,15700,15700
2012,1,64,1,0,11,1,9210,9210
2012,1,20,1,0,7,3,3400,NA
2012,2,22,2,0,5,2,6400,6400
2012,2,4,2,0,0,0,NA,6400
2012,2,0,2,0,0,0,NA,6400
2012,1,20,1,0,7,1,2000,2000
2012,1,21,1,0,7,1,40000,40000
2012,1,20,1,0,7,1,26700,26700
2012,1,20,1,0,7,1,11300,11300
2012,1,74,3,0,6,2,12000,12000
2012,2,23,3,0,6,3,0,12000
2012,2,3,3,0,0,0,NA,12000
2012,1,43,3,0,6,1,37000,37800
2012,2,30,3,0,10,2,0,37800
2012,1,18,2,0,5,3,800,37800
2012,2,26,1,0,10,1,39900,56900
2012,2,49,1,0,6,1,17000,56900
2012,2,31,1,0,11,1,75500,185550
2012,1,30,1,0,11,1,110050,185550
2012,2,0,1,0,0,0,NA,185550
2012,1,54,1,0,6,1,61000,61000
2012,2,27,1,1,6,3,0,15000
2012,1,29,1,1,6,1,15000,15000
2012,1,3,1,1,0,0,NA,15000
2012,2,77,1,0,7,3,42000,42000
2012,1,20,1,0,7,3,3400,NA
2012,2,28,1,0,11,1,34000,NA
2012,1,26,1,0,6,1,45000,45000
2012,1,4,1,0,0,0,NA,45000
2012,2,1,1,0,0,0,NA,45000
2012,2,26,1,0,6,3,0,45000
2012,2,83,1,0,7,3,4600,NA
2012,2,65,1,0,6,3,9100,9100
2012,2,94,1,0,6,3,11700,NA
2012,2,21,1,0,7,1,10000,NA
2012,1,21,2,0,6,2,0,0
2012,1,49,3,0,6,1,6600,6600
2012,1,76,1,0,11,3,12830,12830
2012,2,33,1,0,6,3,0,NA
2012,1,23,1,0,7,1,27500,27500
2012,1,52,1,4,6,1,31390,32690
2012,2,35,1,0,7,1,1300,32690
2012,2,13,1,0,2,0,NA,32690
2012,1,58,1,0,6,3,500,NA
2012,2,34,1,0,10,1,2300,22900
2012,2,65,1,0,10,3,20600,22900
2012,2,38,1,0,11,1,210100,330100
2012,1,36,1,0,11,1,120000,330100
2012,2,3,1,0,0,0,NA,330100
2012,1,1,1,0,0,0,NA,330100
2012,1,34,1,0,10,1,51600,89600
2012,2,31,1,0,10,1,38000,89600
2012,2,60,1,0,8,3,5300,NA
2012,2,34,1,0,11,1,79000,79000
2012,1,1,1,0,0,0,NA,79000
2012,2,33,1,0,11,3,1100,79000
2012,2,76,1,0,8,3,21400,NA
2012,1,23,1,0,10,1,70000,70000
2012,1,25,1,0,8,1,23000,23000
2012,1,25,1,0,8,1,25000,25000
2012,1,24,1,0,8,1,20000,20000
2012,1,23,1,0,8,1,20000,20000
2012,2,89,1,0,6,3,20000,20000
2012,1,35,3,0,11,1,396000,396000
2012,2,33,1,0,11,1,40000,396000
2012,2,73,1,0,6,1,70720,87020
2012,1,66,1,0,4,3,16300,87020
2012,2,47,1,0,7,1,12800,NA
2012,2,73,1,0,8,3,14400,NA
2012,2,42,3,0,6,1,24000,24000
2012,1,18,3,0,0,3,0,24000
2012,2,14,3,1,3,0,NA,24000
2012,1,4,3,1,1,0,NA,24000
2012,1,38,3,1,7,1,20000,24000
2012,2,28,1,0,11,1,52000,88000
2012,1,29,1,0,10,1,36000,88000
2012,1,26,1,0,10,1,26000,26000
2012,2,59,1,0,8,1,57800,57800
2012,2,21,1,0,7,1,10000,NA
2012,2,32,2,0,5,3,8800,NA
2012,1,32,3,0,11,1,82000,90000
2012,2,32,3,4,11,1,8000,90000
2012,2,28,1,0,10,1,40000,40000
2012,2,75,1,0,6,3,16400,NA
2012,2,52,1,0,8,1,103000,151000
2012,1,43,1,0,7,1,48000,151000
2012,2,46,3,0,6,1,24000,31000
2012,2,18,2,0,5,3,7000,31000
2012,2,8,2,0,1,0,NA,31000
2012,2,58,3,0,5,1,63000,176300
2012,1,36,3,0,6,1,35000,176300
2012,1,53,3,0,0,1,70000,176300
2012,1,44,3,0,0,3,8300,176300
2012,1,63,1,0,6,3,14700,14700
2012,1,50,2,0,4,3,11500,19500
2012,2,51,2,0,5,1,8000,19500
2012,1,29,1,0,6,1,36000,84000
2012,2,32,1,0,10,1,48000,84000
2012,1,28,1,0,6,1,29000,29000
2012,2,37,2,0,4,3,9500,9500
2012,2,14,2,0,2,0,NA,9500
2012,1,11,2,0,2,0,NA,9500
2012,1,30,1,0,7,1,17000,17000
2012,2,53,3,0,7,1,15600,29400
2012,1,47,1,0,6,3,5500,29400
2012,1,21,3,0,6,3,8300,29400
2012,1,19,1,0,6,3,0,NA
2012,2,28,1,0,10,1,40000,40000
2012,2,28,1,0,10,1,22000,22000
2012,1,29,1,0,11,1,55000,22000
2012,2,61,1,0,10,1,12700,36000
2012,1,61,1,0,7,3,23300,36000
2012,2,25,1,0,6,3,0,36000
2012,1,94,1,0,11,3,0,70
2012,2,94,1,0,7,3,70,70
2012,2,28,3,0,7,3,2200,NA
2012,2,27,1,0,8,1,42000,42000
2012,1,30,2,0,4,1,5000,42000
2012,1,68,1,0,7,3,1100,NA
2012,1,17,1,0,4,3,0,NA
2012,2,44,1,0,11,1,74000,117600
2012,1,43,1,0,10,1,43600,117600
2012,2,52,2,0,6,1,19200,19200
2012,2,42,1,0,6,1,22000,22000
2012,2,53,1,0,6,1,23000,22000
2012,1,19,1,0,6,3,4000,NA
2012,2,47,2,0,11,1,50000,105000
2012,1,51,2,0,10,1,40000,105000
2012,2,20,2,0,7,1,15000,105000
2012,2,19,2,0,6,3,0,105000
2012,1,15,2,0,3,0,0,105000
2012,2,18,1,0,7,3,0,NA
2012,2,36,3,0,0,3,12000,17000
2012,1,17,3,0,6,1,5000,17000
2012,2,14,3,0,3,0,NA,17000
2012,1,13,3,0,2,0,NA,17000
2012,1,5,3,0,1,0,NA,17000
2012,1,1,3,0,0,0,NA,17000
2012,1,55,2,0,5,3,10400,NA
2012,1,65,1,0,11,1,55000,104300
2012,2,60,2,0,8,1,49300,104300
2012,1,49,2,0,7,1,24000,24000
2012,2,16,2,0,3,3,0,24000
2012,1,14,2,0,2,0,NA,24000
2012,2,52,1,0,11,2,30000,30000
2012,1,27,3,1,2,1,32000,32000
2012,1,5,3,1,1,0,NA,32000
2012,2,28,3,1,2,3,0,32000
2012,2,46,3,0,2,1,58800,59800
2012,2,22,3,0,10,1,1000,59800
2012,2,6,3,0,1,0,NA,59800
2012,2,5,3,0,1,0,NA,59800
2012,1,62,1,0,6,1,22000,22000
2012,1,53,1,0,8,3,0,NA
2012,2,42,1,0,11,1,35000,75000
2012,1,37,1,0,11,1,40000,75000
2012,2,15,2,0,4,0,0,75000
2012,1,8,2,0,1,0,NA,NA
2012,2,6,2,0,1,0,NA,NA
2012,1,52,1,0,6,1,35800,94250
2012,2,48,1,0,6,1,34000,94250
2012,2,27,1,0,7,1,14000,94250
2012,2,23,1,1,7,1,2450,94250
2012,2,20,1,0,6,2,8000,94250
2012,2,0,1,0,0,0,NA,94250
2012,1,23,1,0,7,3,10000,NA
2012,2,41,1,0,4,2,0,0
2012,2,86,1,0,11,3,13700,NA
2012,1,31,1,0,11,1,66130,66130
2012,2,28,1,0,10,3,0,1000
2012,1,31,1,0,7,1,1000,1000
2012,1,39,3,0,5,3,6000,NA
2012,1,44,1,0,10,1,2e+05,220000
2012,2,35,3,0,11,1,20000,220000
2012,2,2,1,0,0,0,NA,220000
2012,2,0,1,0,0,0,NA,220000
2012,1,62,1,0,11,1,75500,186500
2012,2,61,1,0,10,1,66000,186500
2012,2,34,1,0,10,1,45000,186500
2012,2,30,1,0,10,1,37000,129000
2012,1,30,1,0,10,1,92000,129000
2012,2,89,1,0,6,3,27800,27800
2012,2,29,3,0,10,1,40000,40000
2012,2,53,2,0,7,1,27000,89400
2012,1,59,2,0,10,1,56000,89400
2012,1,47,2,0,6,2,6400,89400
2012,1,19,2,0,5,3,0,0
2012,2,68,1,0,10,3,27400,27400
2012,1,61,1,0,6,3,0,NA
2012,1,70,1,0,6,3,17500,48500
2012,2,67,1,0,6,3,31000,48500
2012,1,32,1,0,10,1,550,550
2012,2,46,3,0,0,1,23000,23000
2012,2,16,3,0,5,3,0,23000
2012,1,12,3,0,2,0,NA,23000
2012,2,33,1,0,10,1,56000,87400
2012,1,34,1,0,8,1,31400,87400
2012,1,45,1,0,10,1,7000,8500
2012,2,46,1,0,10,3,1500,8500
2012,2,13,1,0,2,0,NA,8500
2012,1,12,1,0,2,0,NA,8500
2012,1,9,1,0,1,0,NA,8500
2012,1,6,1,0,1,0,NA,8500
2012,2,29,1,0,10,1,41300,76350
2012,2,25,1,0,10,1,35050,76350
2012,2,33,1,0,10,3,0,55000
2012,1,33,1,1,8,1,55000,55000
2012,2,2,1,1,0,0,NA,55000
2012,1,0,1,1,0,0,NA,55000
2012,2,26,1,0,10,1,40000,40000
2012,2,26,1,0,11,1,42000,42000
2012,2,24,1,0,11,1,20000,20000
2012,1,35,3,0,10,1,55000,90000
2012,1,43,3,0,7,1,35000,90000
2012,2,44,1,0,11,1,94050,115050
2012,1,44,1,1,10,1,21000,115050
2012,1,41,1,0,11,2,4500,4500
2012,1,32,1,0,7,3,22200,51200
2012,2,33,1,0,7,1,29000,51200
2012,1,9,1,0,1,0,NA,51200
2012,2,31,1,0,10,2,45000,45000
2012,1,28,1,0,10,1,20000,45000
2012,2,34,3,0,6,1,2900,NA
2012,2,62,2,0,1,1,35200,35200
2012,1,8,2,0,1,0,NA,35200
2012,1,40,1,0,7,1,35000,85000
2012,2,40,2,0,11,1,50000,85000
2012,2,45,3,0,5,3,11200,NA
2012,2,47,1,0,7,1,12800,NA
2012,1,82,2,0,5,3,8200,8200
2012,2,22,1,0,10,3,400,400
2012,2,40,1,0,11,1,120000,120000
2012,2,61,1,0,10,1,4500,4500
2012,1,55,1,0,10,1,18000,34700
2012,2,47,1,0,8,1,16700,34700
2012,2,54,2,0,7,2,3990,3990
2012,2,89,1,0,6,3,27000,49000
2012,1,68,1,0,4,1,22000,49000
2012,2,48,1,0,10,1,42500,143000
2012,1,42,1,0,6,1,100500,143000
2012,1,66,1,0,11,3,50350,67150
2012,2,66,1,0,10,3,16800,67150
2012,2,61,2,0,8,2,8700,8700
2012,2,31,1,1,7,2,0,43000
2012,2,8,1,1,1,0,NA,43000
2012,1,6,1,1,1,0,NA,43000
2012,2,2,1,1,0,0,NA,43000
2012,1,37,1,1,6,1,23000,43000
2012,1,25,1,1,6,1,20000,43000
2012,2,23,1,1,7,2,0,43000
2012,2,6,1,1,1,0,NA,43000
2012,1,0,1,1,0,0,NA,43000
2012,2,76,1,0,8,3,51100,103700
2012,2,44,1,0,7,1,32600,103700
2012,1,15,1,0,3,0,0,103700
2012,1,47,1,0,7,1,20000,103700
2012,1,68,1,0,6,3,67400,67400
2012,2,56,1,0,6,3,0,67400
2012,2,20,1,0,7,3,5700,NA
2012,1,28,3,0,7,2,15300,34100
2012,2,23,3,0,5,2,18800,34100
2012,1,1,3,0,0,0,NA,34100
2012,2,25,2,0,6,1,25000,25000
2012,1,59,1,0,6,2,8100,NA
2012,2,88,1,0,6,3,12100,NA
2012,1,23,1,0,7,3,10000,NA
2012,1,68,1,0,7,3,1100,NA
2012,1,65,1,0,6,3,40380,40380
2012,2,18,1,0,6,1,11030,NA
2012,2,34,3,0,6,1,2900,NA
2012,1,54,1,0,8,1,36000,36000
2012,1,55,1,0,8,3,18600,18600
2012,1,28,1,0,11,1,70000,70000
2012,2,55,1,0,10,1,55500,55500
2012,2,61,1,0,11,3,33000,55500
2012,1,75,1,0,10,3,115100,153700
2012,2,57,1,0,10,3,38600,153700
2012,1,54,1,0,10,1,65000,65000
2012,1,57,1,0,6,1,16800,16800
2012,2,20,1,0,7,3,5100,NA
2012,2,64,1,0,10,3,40500,40500
2012,1,30,1,0,10,1,42000,42000
2012,2,40,1,0,10,1,5000,93000
2012,1,47,1,0,6,1,65000,93000
2012,2,13,1,0,2,0,NA,93000
2012,1,25,1,0,7,1,23000,93000
2012,1,29,3,0,11,1,20000,20000
2012,1,39,2,0,6,1,12000,53000
2012,2,46,2,0,6,1,40000,53000
2012,1,17,2,0,5,1,1000,53000
2012,2,15,2,0,4,0,0,53000
2012,1,19,1,0,6,3,2800,NA
2012,2,94,1,0,6,3,7000,NA
2012,1,25,1,0,6,1,48000,48000
2012,2,24,1,0,10,1,30000,48000
2012,2,67,1,0,6,1,58900,58900
2012,2,48,1,0,8,2,0,0
2012,2,55,1,0,6,3,17700,73500
2012,1,55,1,0,6,1,48000,73500
2012,2,18,3,0,6,1,7800,73500
2012,2,44,2,0,6,3,480,7980
2012,2,22,2,0,4,2,7500,7980
2012,2,4,2,0,0,0,NA,7980
2012,2,11,2,0,1,0,NA,7980
2012,2,9,2,0,1,0,NA,7980
2012,1,9,2,0,1,0,NA,7980
2012,2,5,2,0,0,0,NA,7980
2012,1,4,2,0,0,0,NA,7980
2012,1,74,1,0,10,3,82100,94204
2012,1,65,1,0,5,1,12104,94204
2012,2,56,1,0,8,1,20000,20000
2012,1,35,2,0,6,2,2000,NA
2012,1,20,3,0,5,3,22000,NA
2012,1,32,1,0,6,1,30000,30000
2012,1,51,2,0,0,3,2000,NA
2012,1,19,1,0,6,1,16900,NA
2012,1,30,1,0,10,1,74220,74220
2012,2,65,2,0,5,1,16500,NA
2012,1,20,3,0,5,3,22000,NA
2012,2,30,1,0,11,2,15000,61000
2012,1,29,3,0,10,1,46000,61000
2012,2,44,1,0,8,2,12100,12100
2012,1,49,1,0,6,3,8900,8900
2012,1,45,1,0,6,3,4500,4500
2012,2,28,1,0,11,1,120000,120000
2012,1,23,1,0,7,1,11000,11000
2012,1,22,1,0,6,1,15000,15000
2012,1,37,1,0,11,1,41000,83000
2012,2,37,3,0,11,1,42000,83000
2012,2,6,3,0,1,0,NA,83000
2012,2,1,3,0,0,0,NA,83000
2012,1,37,1,0,6,1,20000,63000
2012,2,27,1,0,10,1,43000,63000
2012,2,1,1,0,0,0,NA,63000
2012,1,0,1,0,0,0,NA,63000
2012,1,30,3,0,11,2,700,700
2012,2,18,1,0,6,2,2800,NA
2012,1,38,3,4,6,1,30000,30000
2012,1,55,3,1,6,1,20000,20000
2012,1,30,3,4,6,1,23000,23000
2012,1,28,3,4,10,1,25000,25000
2012,1,22,1,0,7,3,3800,3800
2012,1,22,1,0,7,3,0,0
2012,2,45,3,0,5,3,11200,NA
2012,1,62,2,0,6,3,9600,9600
2012,2,18,1,0,6,2,1300,NA
2012,2,61,3,0,0,3,8700,15000
